model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,20,desc,freq,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,0,1021,21365,4.9375,1.609375,-3.328125,5.431640625,-13.453125,-18.884765625,2.0
qwen3-4b,20,desc,freq,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,0,32067,0,-0.494140625,15.0625,15.556640625,0.0,0.0,0.0,2.0
qwen3-4b,20,val,desc,ko,zh,ja,de,nass,干,"""干""의 반대말은 """,湿,32067,151813,693,1436,5.5625,4.28125,-1.28125,6.056640625,17.15625,11.099609375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,en,wet,干,"""干""의 반대말은 """,湿,32067,151813,0,0,13.5,14.25,0.75,13.994140625,27.125,13.130859375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,en,moist,干,"""干""의 반대말은 """,湿,32067,151813,13,128,10.75,7.75,-3.0,11.244140625,20.625,9.380859375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,es,mojado,干,"""干""의 반대말은 """,湿,32067,151813,13,128,10.75,7.75,-3.0,11.244140625,20.625,9.380859375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,es,húmedo,干,"""干""의 반대말은 """,湿,32067,151813,17867,31461,0.6171875,-0.62109375,-1.23828125,1.111328125,12.25390625,11.142578125,2.0
qwen3-4b,20,val,desc,ko,zh,ja,fr,humide,干,"""干""의 반대말은 """,湿,32067,151813,107,2536,8.375,3.484375,-4.890625,8.869140625,16.359375,7.490234375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,151813,970,1328,5.0,4.40625,-0.59375,5.494140625,17.28125,11.787109375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,151813,226,5434,7.28125,2.390625,-4.890625,7.775390625,15.265625,7.490234375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,ja,湿った,干,"""干""의 반대말은 """,湿,32067,151813,32067,151813,-0.494140625,-12.875,-12.380859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,desc,ko,zh,ja,ko,젖은,干,"""干""의 반대말은 """,湿,32067,151813,263,726,7.09375,5.34375,-1.75,7.587890625,18.21875,10.630859375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,151813,1021,1536,4.9375,4.21875,-0.71875,5.431640625,17.09375,11.662109375,2.0
qwen3-4b,20,val,desc,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,151813,32067,151813,-0.494140625,-12.875,-12.380859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,val,ko,zh,ja,de,nass,干,"""干""의 반대말은 """,湿,32067,151860,693,833,5.5625,5.15625,-0.40625,6.056640625,18.53125,12.474609375,2.0
qwen3-4b,20,val,val,ko,zh,ja,en,wet,干,"""干""의 반대말은 """,湿,32067,151860,0,0,13.5,14.6875,1.1875,13.994140625,28.0625,14.068359375,2.0
qwen3-4b,20,val,val,ko,zh,ja,en,moist,干,"""干""의 반대말은 """,湿,32067,151860,13,110,10.75,8.125,-2.625,11.244140625,21.5,10.255859375,2.0
qwen3-4b,20,val,val,ko,zh,ja,es,mojado,干,"""干""의 반대말은 """,湿,32067,151860,13,110,10.75,8.125,-2.625,11.244140625,21.5,10.255859375,2.0
qwen3-4b,20,val,val,ko,zh,ja,es,húmedo,干,"""干""의 반대말은 """,湿,32067,151860,17867,35787,0.6171875,-0.82421875,-1.44140625,1.111328125,12.55078125,11.439453125,2.0
qwen3-4b,20,val,val,ko,zh,ja,fr,humide,干,"""干""의 반대말은 """,湿,32067,151860,107,1648,8.375,4.125,-4.25,8.869140625,17.5,8.630859375,2.0
qwen3-4b,20,val,val,ko,zh,ja,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,151860,970,1440,5.0,4.3125,-0.6875,5.494140625,17.6875,12.193359375,2.0
qwen3-4b,20,val,val,ko,zh,ja,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,151860,226,12346,7.28125,1.1875,-6.09375,7.775390625,14.5625,6.787109375,2.0
qwen3-4b,20,val,val,ko,zh,ja,ja,湿った,干,"""干""의 반대말은 """,湿,32067,151860,32067,151860,-0.494140625,-13.375,-12.880859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,val,ko,zh,ja,ko,젖은,干,"""干""의 반대말은 """,湿,32067,151860,263,724,7.09375,5.375,-1.71875,7.587890625,18.75,11.162109375,2.0
qwen3-4b,20,val,val,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,151860,1021,2497,4.9375,3.5625,-1.375,5.431640625,16.9375,11.505859375,2.0
qwen3-4b,20,val,val,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,151860,32067,151860,-0.494140625,-13.375,-12.880859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,freq,ko,zh,ja,de,nass,干,"""干""의 반대말은 """,湿,32067,6,693,560,5.5625,4.21875,-1.34375,6.056640625,-6.21875,-12.275390625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,en,wet,干,"""干""의 반대말은 """,湿,32067,6,0,4,13.5,10.875,-2.625,13.994140625,0.4375,-13.556640625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,en,moist,干,"""干""의 반대말은 """,湿,32067,6,13,23,10.75,8.4375,-2.3125,11.244140625,-2.0,-13.244140625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,es,mojado,干,"""干""의 반대말은 """,湿,32067,6,13,23,10.75,8.4375,-2.3125,11.244140625,-2.0,-13.244140625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,es,húmedo,干,"""干""의 반대말은 """,湿,32067,6,17867,1107,0.6171875,3.359375,2.7421875,1.111328125,-7.078125,-8.189453125,2.0
qwen3-4b,20,val,freq,ko,zh,ja,fr,humide,干,"""干""의 반대말은 """,湿,32067,6,107,2021,8.375,2.625,-5.75,8.869140625,-7.8125,-16.681640625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,6,970,141,5.0,5.875,0.875,5.494140625,-4.5625,-10.056640625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,6,226,38,7.28125,7.59375,0.3125,7.775390625,-2.84375,-10.619140625,2.0
qwen3-4b,20,val,freq,ko,zh,ja,ja,湿った,干,"""干""의 반대말은 """,湿,32067,6,32067,6,-0.494140625,10.4375,10.931640625,0.0,0.0,0.0,2.0
qwen3-4b,20,val,freq,ko,zh,ja,ko,젖은,干,"""干""의 반대말은 """,湿,32067,6,263,12291,7.09375,0.1328125,-6.9609375,7.587890625,-10.3046875,-17.892578125,2.0
qwen3-4b,20,val,freq,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,6,1021,19332,4.9375,-0.6171875,-5.5546875,5.431640625,-11.0546875,-16.486328125,2.0
qwen3-4b,20,val,freq,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,6,32067,6,-0.494140625,10.4375,10.931640625,0.0,0.0,0.0,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,de,nass,干,"""干""의 반대말은 """,湿,32067,42767,693,708,5.5625,5.5,-0.0625,6.056640625,6.75,0.693359375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,en,wet,干,"""干""의 반대말은 """,湿,32067,42767,0,2,13.5,12.8125,-0.6875,13.994140625,14.0625,0.068359375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,en,moist,干,"""干""의 반대말은 """,湿,32067,42767,13,18,10.75,10.4375,-0.3125,11.244140625,11.6875,0.443359375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,es,mojado,干,"""干""의 반대말은 """,湿,32067,42767,13,18,10.75,10.4375,-0.3125,11.244140625,11.6875,0.443359375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,es,húmedo,干,"""干""의 반대말은 """,湿,32067,42767,17867,16058,0.6171875,0.7109375,0.09375,1.111328125,1.9609375,0.849609375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,fr,humide,干,"""干""의 반대말은 """,湿,32067,42767,107,62,8.375,8.875,0.5,8.869140625,10.125,1.255859375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,42767,970,852,5.0,5.21875,0.21875,5.494140625,6.46875,0.974609375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,42767,226,560,7.28125,5.875,-1.40625,7.775390625,7.125,-0.650390625,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,ja,湿った,干,"""干""의 반대말은 """,湿,32067,42767,32067,42767,-0.494140625,-1.25,-0.755859375,0.0,0.0,0.0,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,ko,젖은,干,"""干""의 반대말은 """,湿,32067,42767,263,327,7.09375,6.6875,-0.40625,7.587890625,7.9375,0.349609375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,42767,1021,1173,4.9375,4.75,-0.1875,5.431640625,6.0,0.568359375,2.0
qwen3-4b,20,freq,desc,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,42767,32067,42767,-0.494140625,-1.25,-0.755859375,0.0,0.0,0.0,2.0
qwen3-4b,20,freq,val,ko,zh,ja,de,nass,干,"""干""의 반대말은 """,湿,32067,0,693,428,5.5625,8.5625,3.0,6.056640625,-6.9375,-12.994140625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,en,wet,干,"""干""의 반대말은 """,湿,32067,0,0,22,13.5,11.4375,-2.0625,13.994140625,-4.0625,-18.056640625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,en,moist,干,"""干""의 반대말은 """,湿,32067,0,13,21,10.75,11.5625,0.8125,11.244140625,-3.9375,-15.181640625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,es,mojado,干,"""干""의 반대말은 """,湿,32067,0,13,21,10.75,11.5625,0.8125,11.244140625,-3.9375,-15.181640625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,es,húmedo,干,"""干""의 반대말은 """,湿,32067,0,17867,665,0.6171875,8.125,7.5078125,1.111328125,-7.375,-8.486328125,2.0
qwen3-4b,20,freq,val,ko,zh,ja,fr,humide,干,"""干""의 반대말은 """,湿,32067,0,107,23,8.375,11.4375,3.0625,8.869140625,-4.0625,-12.931640625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,0,970,499,5.0,8.4375,3.4375,5.494140625,-7.0625,-12.556640625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,0,226,49,7.28125,10.75,3.46875,7.775390625,-4.75,-12.525390625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,ja,湿った,干,"""干""의 반대말은 """,湿,32067,0,32067,0,-0.494140625,15.5,15.994140625,0.0,0.0,0.0,2.0
qwen3-4b,20,freq,val,ko,zh,ja,ko,젖은,干,"""干""의 반대말은 """,湿,32067,0,263,941,7.09375,7.75,0.65625,7.587890625,-7.75,-15.337890625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,0,1021,932,4.9375,7.75,2.8125,5.431640625,-7.75,-13.181640625,2.0
qwen3-4b,20,freq,val,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,0,32067,0,-0.494140625,15.5,15.994140625,0.0,0.0,0.0,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,de,nass,干,"""干""의 반대말은 """,湿,32067,36252,693,593,5.5625,5.75,0.1875,6.056640625,6.5546875,0.498046875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,en,wet,干,"""干""의 반대말은 """,湿,32067,36252,0,0,13.5,13.6875,0.1875,13.994140625,14.4921875,0.498046875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,en,moist,干,"""干""의 반대말은 """,湿,32067,36252,13,12,10.75,10.9375,0.1875,11.244140625,11.7421875,0.498046875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,es,mojado,干,"""干""의 반대말은 """,湿,32067,36252,13,12,10.75,10.9375,0.1875,11.244140625,11.7421875,0.498046875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,es,húmedo,干,"""干""의 반대말은 """,湿,32067,36252,17867,15751,0.6171875,0.79296875,0.17578125,1.111328125,1.59765625,0.486328125,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,fr,humide,干,"""干""의 반대말은 """,湿,32067,36252,107,92,8.375,8.5625,0.1875,8.869140625,9.3671875,0.498046875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,36252,970,849,5.0,5.1875,0.1875,5.494140625,5.9921875,0.498046875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,36252,226,383,7.28125,6.4375,-0.84375,7.775390625,7.2421875,-0.533203125,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,ja,湿った,干,"""干""의 반대말은 """,湿,32067,36252,32067,36252,-0.494140625,-0.8046875,-0.310546875,0.0,0.0,0.0,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,ko,젖은,干,"""干""의 반대말은 """,湿,32067,36252,263,251,7.09375,7.09375,0.0,7.587890625,7.8984375,0.310546875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,ko,축축한,干,"""干""의 반대말은 """,湿,32067,36252,1021,1115,4.9375,4.78125,-0.15625,5.431640625,5.5859375,0.154296875,2.0
qwen3-4b,20,freq,freq,ko,zh,ja,zh,湿,干,"""干""의 반대말은 """,湿,32067,36252,32067,36252,-0.494140625,-0.8046875,-0.310546875,0.0,0.0,0.0,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,de,nass,干,"""干""의 반대말은 """,湿,32067,9113,693,446,5.5625,6.34375,0.78125,6.056640625,4.203125,-1.853515625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,en,wet,干,"""干""의 반대말은 """,湿,32067,9113,0,0,13.5,15.1875,1.6875,13.994140625,13.046875,-0.947265625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,en,moist,干,"""干""의 반대말은 """,湿,32067,9113,13,3,10.75,13.0,2.25,11.244140625,10.859375,-0.384765625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,es,mojado,干,"""干""의 반대말은 """,湿,32067,9113,13,3,10.75,13.0,2.25,11.244140625,10.859375,-0.384765625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,es,húmedo,干,"""干""의 반대말은 """,湿,32067,9113,17867,13555,0.6171875,1.4765625,0.859375,1.111328125,-0.6640625,-1.775390625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,fr,humide,干,"""干""의 반대말은 """,湿,32067,9113,107,29,8.375,10.125,1.75,8.869140625,7.984375,-0.884765625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,9113,970,570,5.0,6.0,1.0,5.494140625,3.859375,-1.634765625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,9113,226,74,7.28125,8.9375,1.65625,7.775390625,6.796875,-0.978515625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,ja,湿った,干,"""干""의 반대말은 """,湿,32067,9113,32067,9113,-0.494140625,2.140625,2.634765625,0.0,0.0,0.0,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,ko,젖은,干,"""干""의 반대말은 """,湿,32067,9113,263,121,7.09375,8.25,1.15625,7.587890625,6.109375,-1.478515625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,ko,축축한,干,"""干""의 반대말은 """,湿,32067,9113,1021,1729,4.9375,4.53125,-0.40625,5.431640625,2.390625,-3.041015625,2.0
qwen3-4b,20,desc,desc,ko,zh,ko,zh,湿,干,"""干""의 반대말은 """,湿,32067,9113,32067,9113,-0.494140625,2.140625,2.634765625,0.0,0.0,0.0,2.0
qwen3-4b,20,desc,val,ko,zh,ko,de,nass,干,"""干""의 반대말은 """,湿,32067,51,693,4659,5.5625,6.34375,0.78125,6.056640625,-5.03125,-11.087890625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,en,wet,干,"""干""의 반대말은 """,湿,32067,51,0,950,13.5,8.5,-5.0,13.994140625,-2.875,-16.869140625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,en,moist,干,"""干""의 반대말은 """,湿,32067,51,13,199,10.75,10.3125,-0.4375,11.244140625,-1.0625,-12.306640625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,es,mojado,干,"""干""의 반대말은 """,湿,32067,51,13,199,10.75,10.3125,-0.4375,11.244140625,-1.0625,-12.306640625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,es,húmedo,干,"""干""의 반대말은 """,湿,32067,51,17867,9358,0.6171875,5.4375,4.8203125,1.111328125,-5.9375,-7.048828125,2.0
qwen3-4b,20,desc,val,ko,zh,ko,fr,humide,干,"""干""의 반대말은 """,湿,32067,51,107,38,8.375,11.625,3.25,8.869140625,0.25,-8.619140625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,51,970,6503,5.0,5.90625,0.90625,5.494140625,-5.46875,-10.962890625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,51,226,388,7.28125,9.625,2.34375,7.775390625,-1.75,-9.525390625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,ja,湿った,干,"""干""의 반대말은 """,湿,32067,51,32067,51,-0.494140625,11.375,11.869140625,0.0,0.0,0.0,2.0
qwen3-4b,20,desc,val,ko,zh,ko,ko,젖은,干,"""干""의 반대말은 """,湿,32067,51,263,19940,7.09375,4.34375,-2.75,7.587890625,-7.03125,-14.619140625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,ko,축축한,干,"""干""의 반대말은 """,湿,32067,51,1021,4222,4.9375,6.5,1.5625,5.431640625,-4.875,-10.306640625,2.0
qwen3-4b,20,desc,val,ko,zh,ko,zh,湿,干,"""干""의 반대말은 """,湿,32067,51,32067,51,-0.494140625,11.375,11.869140625,0.0,0.0,0.0,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,de,nass,干,"""干""의 반대말은 """,湿,32067,145581,693,20505,5.5625,2.328125,-3.234375,6.056640625,10.265625,4.208984375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,en,wet,干,"""干""의 반대말은 """,湿,32067,145581,0,1207,13.5,7.625,-5.875,13.994140625,15.5625,1.568359375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,en,moist,干,"""干""의 반대말은 """,湿,32067,145581,13,1340,10.75,7.4375,-3.3125,11.244140625,15.375,4.130859375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,es,mojado,干,"""干""의 반대말은 """,湿,32067,145581,13,1340,10.75,7.4375,-3.3125,11.244140625,15.375,4.130859375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,es,húmedo,干,"""干""의 반대말은 """,湿,32067,145581,17867,34324,0.6171875,1.078125,0.4609375,1.111328125,9.015625,7.904296875,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,fr,humide,干,"""干""의 반대말은 """,湿,32067,145581,107,1557,8.375,7.1875,-1.1875,8.869140625,15.125,6.255859375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,145581,970,29467,5.0,1.46875,-3.53125,5.494140625,9.40625,3.912109375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,145581,226,24308,7.28125,1.9453125,-5.3359375,7.775390625,9.8828125,2.107421875,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,ja,湿った,干,"""干""의 반대말은 """,湿,32067,145581,32067,145581,-0.494140625,-7.9375,-7.443359375,0.0,0.0,0.0,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,ko,젖은,干,"""干""의 반대말은 """,湿,32067,145581,263,24575,7.09375,1.921875,-5.171875,7.587890625,9.859375,2.271484375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,ko,축축한,干,"""干""의 반대말은 """,湿,32067,145581,1021,4228,4.9375,5.375,0.4375,5.431640625,13.3125,7.880859375,2.0
qwen3-4b,20,desc,freq,ko,zh,ko,zh,湿,干,"""干""의 반대말은 """,湿,32067,145581,32067,145581,-0.494140625,-7.9375,-7.443359375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,desc,ko,zh,ko,de,nass,干,"""干""의 반대말은 """,湿,32067,151636,693,227,5.5625,6.375,0.8125,6.056640625,17.875,11.818359375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,en,wet,干,"""干""의 반대말은 """,湿,32067,151636,0,0,13.5,17.125,3.625,13.994140625,28.625,14.630859375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,en,moist,干,"""干""의 반대말은 """,湿,32067,151636,13,8,10.75,11.5,0.75,11.244140625,23.0,11.755859375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,es,mojado,干,"""干""의 반대말은 """,湿,32067,151636,13,8,10.75,11.5,0.75,11.244140625,23.0,11.755859375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,es,húmedo,干,"""干""의 반대말은 """,湿,32067,151636,17867,14920,0.6171875,0.5859375,-0.03125,1.111328125,12.0859375,10.974609375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,fr,humide,干,"""干""의 반대말은 """,湿,32067,151636,107,355,8.375,5.78125,-2.59375,8.869140625,17.28125,8.412109375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,151636,970,286,5.0,6.0625,1.0625,5.494140625,17.5625,12.068359375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,151636,226,1626,7.28125,3.765625,-3.515625,7.775390625,15.265625,7.490234375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,ja,湿った,干,"""干""의 반대말은 """,湿,32067,151636,32067,151636,-0.494140625,-11.5,-11.005859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,desc,ko,zh,ko,ko,젖은,干,"""干""의 반대말은 """,湿,32067,151636,263,110,7.09375,7.53125,0.4375,7.587890625,19.03125,11.443359375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,ko,축축한,干,"""干""의 반대말은 """,湿,32067,151636,1021,2122,4.9375,3.421875,-1.515625,5.431640625,14.921875,9.490234375,2.0
qwen3-4b,20,val,desc,ko,zh,ko,zh,湿,干,"""干""의 반대말은 """,湿,32067,151636,32067,151636,-0.494140625,-11.5,-11.005859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,val,ko,zh,ko,de,nass,干,"""干""의 반대말은 """,湿,32067,150845,693,226,5.5625,6.40625,0.84375,6.056640625,16.59375,10.537109375,2.0
qwen3-4b,20,val,val,ko,zh,ko,en,wet,干,"""干""의 반대말은 """,湿,32067,150845,0,0,13.5,16.625,3.125,13.994140625,26.8125,12.818359375,2.0
qwen3-4b,20,val,val,ko,zh,ko,en,moist,干,"""干""의 반대말은 """,湿,32067,150845,13,8,10.75,11.5,0.75,11.244140625,21.6875,10.443359375,2.0
qwen3-4b,20,val,val,ko,zh,ko,es,mojado,干,"""干""의 반대말은 """,湿,32067,150845,13,8,10.75,11.5,0.75,11.244140625,21.6875,10.443359375,2.0
qwen3-4b,20,val,val,ko,zh,ko,es,húmedo,干,"""干""의 반대말은 """,湿,32067,150845,17867,15123,0.6171875,0.515625,-0.1015625,1.111328125,10.703125,9.591796875,2.0
qwen3-4b,20,val,val,ko,zh,ko,fr,humide,干,"""干""의 반대말은 """,湿,32067,150845,107,316,8.375,5.9375,-2.4375,8.869140625,16.125,7.255859375,2.0
qwen3-4b,20,val,val,ko,zh,ko,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,150845,970,314,5.0,5.9375,0.9375,5.494140625,16.125,10.630859375,2.0
qwen3-4b,20,val,val,ko,zh,ko,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,150845,226,1532,7.28125,3.828125,-3.453125,7.775390625,14.015625,6.240234375,2.0
qwen3-4b,20,val,val,ko,zh,ko,ja,湿った,干,"""干""의 반대말은 """,湿,32067,150845,32067,150845,-0.494140625,-10.1875,-9.693359375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,val,ko,zh,ko,ko,젖은,干,"""干""의 반대말은 """,湿,32067,150845,263,124,7.09375,7.34375,0.25,7.587890625,17.53125,9.943359375,2.0
qwen3-4b,20,val,val,ko,zh,ko,ko,축축한,干,"""干""의 반대말은 """,湿,32067,150845,1021,2135,4.9375,3.390625,-1.546875,5.431640625,13.578125,8.146484375,2.0
qwen3-4b,20,val,val,ko,zh,ko,zh,湿,干,"""干""의 반대말은 """,湿,32067,150845,32067,150845,-0.494140625,-10.1875,-9.693359375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,freq,ko,zh,ko,de,nass,干,"""干""의 반대말은 """,湿,32067,151926,693,4406,5.5625,3.640625,-1.921875,6.056640625,20.640625,14.583984375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,en,wet,干,"""干""의 반대말은 """,湿,32067,151926,0,7,13.5,12.5,-1.0,13.994140625,29.5,15.505859375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,en,moist,干,"""干""의 반대말은 """,湿,32067,151926,13,132,10.75,8.625,-2.125,11.244140625,25.625,14.380859375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,es,mojado,干,"""干""의 반대말은 """,湿,32067,151926,13,132,10.75,8.625,-2.125,11.244140625,25.625,14.380859375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,es,húmedo,干,"""干""의 반대말은 """,湿,32067,151926,17867,16293,0.6171875,1.515625,0.8984375,1.111328125,18.515625,17.404296875,2.0
qwen3-4b,20,val,freq,ko,zh,ko,fr,humide,干,"""干""의 반대말은 """,湿,32067,151926,107,1991,8.375,4.78125,-3.59375,8.869140625,21.78125,12.912109375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,fr,mouillé,干,"""干""의 반대말은 """,湿,32067,151926,970,5443,5.0,3.3125,-1.6875,5.494140625,20.3125,14.818359375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,ja,濡れた,干,"""干""의 반대말은 """,湿,32067,151926,226,26309,7.28125,0.60546875,-6.67578125,7.775390625,17.60546875,9.830078125,2.0
qwen3-4b,20,val,freq,ko,zh,ko,ja,湿った,干,"""干""의 반대말은 """,湿,32067,151926,32067,151926,-0.494140625,-17.0,-16.505859375,0.0,0.0,0.0,2.0
qwen3-4b,20,val,freq,ko,zh,ko,ko,젖은,干,"""干""의 반대말은 """,湿,32067,151926,263,1769,7.09375,4.96875,-2.125,7.587890625,21.96875,14.380859375,2.0
qwen3-4b,20,val,freq,ko,zh,ko,ko,축축한,干,"""干""의 반대말은 """,湿,32067,151926,1021,445,4.9375,7.0,2.0625,5.431640625,24.0,18.568359375,2.0
